X,var,Estimate,Std..Error,t.value,Pr...t..,Dependent,Independent,AGM,Data,Type,BRAND,STRATEGIC.PILLAR,DEMOGRAPHIC,MARKETINGSEGMENT,CAMPAIGN,PROGRAM,PROGRAMCATEGORY,ACTIVITY,METRIC,spend_1Year,spend_3Year,fname,Dependent_Variable,Dependent_Demography,Dependent_Metric
1,(Intercept),3534.647505,183.8095413,19.22994573,3.15E-40,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44144.63668,287906.5577,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
2,(Intercept),42.23977986,3.363050186,12.5599612,3.53E-25,PFM_BHL_OWN_XXX_GNX_CON_LOC_XXX_CON_CMB_PCT,(Intercept),QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30585.94706,294058.8247,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
3,CRL_CMP_VRM_XXX_XXX_RMC_NAT_PRE_CMB_MGZ_AUD,-4.260233171,2.087080332,-2.041240629,0.043204745,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,CRL_CMP_VRM_XXX_XXX_RMC_NAT_PRE_CMB_MGZ_AUD_80_30_0,QUEENSLAND - REGIONAL,Control,Competitor Media,Virgin Mobile,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Magazines,Spend,43440.68573,251685.9318,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
4,DUMMY_CRH_CON_ACT_040113_040113_DIP_GNX_REG,-1107.647505,280.2138907,-3.952864372,0.000124817,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_040113_040113_DIP_GNX_REG,QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86795.98453,85853.59941,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
5,DUMMY_CRH_CON_ACT_120713_120713_SPK_GNX_REG,291.9590006,280.7492204,1.03992809,0.300260109,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_120713_120713_SPK_GNX_REG,QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32268.70114,120191.3704,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
6,DUMMY_CRH_CON_ACT_230813_041225_STR_GNX_REG,-1359.819143,129.6842381,-10.48561616,4.05E-19,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_230813_041225_STR_GNX_REG,QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24895.85186,35092.69364,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
7,DUMMY_CRH_CON_ACT_250915_251215_TRD_GNX_REG,-94.30521063,88.09254226,-1.07052434,0.286322244,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_250915_251215_TRD_GNX_REG,QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89244.50489,112861.9792,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
8,DUMMY_CRH_CON_ACT_261214_261214_SET_GNX_REG,3059.590204,157.5419766,19.42079355,1.19E-40,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SET_GNX_REG,QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37157.84433,70665.51284,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
9,ECO_MCR_XXX_XXX_XXX_XXX_NAT_XXX_CPI_NEG_IDX,-9.58349281,2.513151469,-3.813336732,0.000208951,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,ECO_MCR_XXX_XXX_XXX_XXX_NAT_XXX_CPI_NEG_IDX,QUEENSLAND - REGIONAL,Control,Macroeconomic,XXX,Unknown,XXX,XXX,NATIONAL,XXX,ALL GROUPS CPI ,NEGATIVE,INDEX NUMBERS,25874.28455,133592.2797,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
10,LOC_BTL_OWN_XXX_GNX_MES_101_PPD_CRM_EML_VOL,1.796635851,1.408208834,1.275830549,0.204239122,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_GNX_MES_101_PPD_CRM_EML_VOL_10_80_2,QUEENSLAND - REGIONAL,LOC,BTL  ,XXXX,Unknown,GEN X,MARKETING ENABLEMENT,TC_ALL_PRODUCTS_ALWAYS_ON_DM,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,Email,VOLUME,78380.00975,175876.8941,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
11,LOC_BTL_OWN_XXX_GNX_MES_MUL_PRE_CRM_EML_VOL,5.996426985,1.061004944,5.651648483,9.27E-08,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_GNX_MES_MUL_PRE_CRM_EML_VOL_60_30_3,QUEENSLAND - REGIONAL,LOC,BTL  ,XXXX,Unknown,GEN X,MARKETING ENABLEMENT,MULTIPLE,PREPAID HANDHELD,CONSUMER CRM - MOBILITY,Email,VOLUME,78863.46528,143494.1882,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
12,LOC_TRA_TTL_XXX_XXX_RMC_Q99_APD_CMF_TVC_GRP,5.334308248,2.170218386,2.4579592,0.015259348,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_Q99_APD_CMF_TVC_GRP_40_30_3,QUEENSLAND - REGIONAL,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,LOYALTY,APPLE - DEVICES,CONSUMER - COMMITTED MARKETING FUNDS,TV-FREE TO AIR,GRP/TARP,67293.63979,133720.5214,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
13,NAT_DIG_XXX_XXX_XXX_DIG_MUL_MOB_CDM_MSR_CLK,2.30546617,1.904892216,1.210286939,0.228315359,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_MUL_MOB_CDM_MSR_CLK_80_30_1,QUEENSLAND - REGIONAL,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,36963.7335,71679.6247,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
14,NAT_DIG_XXX_XXX_XXX_DIG_N08_MOB_CDM_MSR_CLK,2.221980345,1.409309332,1.576644882,0.117252897,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_N08_MOB_CDM_MSR_CLK_20_80_0,QUEENSLAND - REGIONAL,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,60726.54717,112195.7221,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
15,NAT_TRA_MCN_XXX_XXX_RMC_N94_PRE_CMB_PTV_GRP,6.703010251,1.454220318,4.609349882,9.36E-06,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_N94_PRE_CMB_PTV_GRP_30_30_3,QUEENSLAND - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,GRP/TARP,96650.49246,86943.59554,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
16,NAT_TRA_MCN_XXX_XXX_RMC_P56_PRE_CMB_PTV_GRP,4.538818195,1.469264442,3.089177185,0.002444319,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_P56_PRE_CMB_PTV_GRP_80_40_3,QUEENSLAND - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,GRP/TARP,91173.10434,86135.13519,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
17,NAT_TRA_MCN_XXX_XXX_RMC_P56_PRE_CMB_PTV_GRP,0.678611892,0.160658697,4.223934992,4.15E-05,PFM_BHL_OWN_XXX_GNX_CON_LOC_XXX_CON_CMB_PCT,NAT_TRA_MCN_XXX_XXX_RMC_P56_PRE_CMB_PTV_GRP_80_40_3,QUEENSLAND - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,GRP/TARP,83719.83548,40355.9415,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
18,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD,4.958802873,1.539399547,3.221257849,0.00160469,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD_20_80_0,QUEENSLAND - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PREPAID BACK TO IT,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,87579.55767,86722.3876,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
19,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD,2.861187415,1.172567889,2.440103846,0.015999732,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD_80_30_0,QUEENSLAND - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q1 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,28753.02517,12089.77599,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
20,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD,1.658030959,1.528179756,1.084971157,0.279897169,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD_80_50_3,QUEENSLAND - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,MAGAZINE,SPEND,24521.86974,168239.1246,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
21,PFM_BHL_OWN_XXX_GNX_CON_LOC_XXX_CON_CMB_PCT,2.367801887,1.060504894,2.23271189,0.02723985,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,PFM_BHL_OWN_XXX_GNX_CON_LOC_XXX_CON_CMB_PCT,QUEENSLAND - REGIONAL,Performance,Brand Health,XXXX,Unknown,GEN X,CONSUMER,LOCAL,XXX,CONSIDERATION,Cons Mobility,PERCENTAGE,73967.3418,207079.5735,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
1,(Intercept),345.57934,68.53888031,5.042091998,1.52E-06,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),SOUTH AUSTRALIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26973.24988,255461.0203,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
2,(Intercept),2.743248208,1.27858455,2.14553524,0.033519466,NAT_DIG_XXX_XXX_XXX_DIG_M27_ENG_CDM_ADD_CLK_10_80_0,(Intercept),SOUTH AUSTRALIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27855.94978,270508.538,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
3,(Intercept),5.755036812,1.352162268,4.256173204,3.65E-05,NAT_DIG_XXX_XXX_XXX_DIG_L49_MOB_CDM_MDS_CLK_10_80_2,(Intercept),SOUTH AUSTRALIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27671.01799,10038.93199,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
4,CRL_CMP_292_XXX_XXX_RMC_NAT_PRE_CMB_MRD_AUD,-4.841098908,2.510013849,-1.928714023,0.055962984,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,CRL_CMP_292_XXX_XXX_RMC_NAT_PRE_CMB_MRD_AUD_80_30_1,SOUTH AUSTRALIA - METRO,Control,Competitor Media,Crazy Johns,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Metropolitan Radio,Spend,38052.88209,31493.96283,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
5,CRL_NPS_XXX_XXX_XXX_CON_LOC_XXX_CRH_OPR_PSV,0.99080888,0.546237756,1.813878423,0.072020683,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,CRL_NPS_XXX_XXX_XXX_CON_LOC_XXX_CRH_OPR_PSV,SOUTH AUSTRALIA - METRO,Control,Operational NPS,XXX,Unknown,XXX,CONSUMER,LOCAL,XXX,CONS PREPAID MOBILE HH,OPR,PASSIVE,4237.783327,188893.4345,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
6,DUMMY_CRH_CON_ACT_250113_041215_TRD_GNX_REG,-1.152062406,0.592681018,-1.943815259,0.054094903,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_250113_041215_TRD_GNX_REG,SOUTH AUSTRALIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85715.5813,154431.2092,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
7,DUMMY_CRH_CON_ACT_261214_261214_SET_GNX_REG,497.8488611,66.44751377,7.492362511,9.50E-12,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SET_GNX_REG,SOUTH AUSTRALIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36219.97832,240324.0864,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
8,ECO_MCR_XXX_XXX_XXX_XXX_NAT_XXX_INF_NEG_PCT,-1.180416799,0.624334899,-1.890678867,0.06091021,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,ECO_MCR_XXX_XXX_XXX_XXX_NAT_XXX_INF_NEG_PCT,SOUTH AUSTRALIA - METRO,Control,Macroeconomic,XXX,Unknown,XXX,XXX,NATIONAL,XXX,ALL GROUPS CPI ,NEGATIVE,PERCENTAGE CHANGE FROM PREVIOUS PERIOD ,98178.06623,94898.31686,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
9,LOC_RTL_OWN_XXX_XXX_RMC_G22_CCT_RIS_ACI_VOL,1.778667187,0.633377615,2.808225527,0.005756433,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_RTL_OWN_XXX_XXX_RMC_G22_CCT_RIS_ACI_VOL_10_80_0,SOUTH AUSTRALIA - METRO,LOC,Retail Marketing,XXXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,13/14 CHANNEL MKTG CONSUMER CATALOGUE,CONSUMER CATALOGUE,Retail Channel Marketing,CATALOGUE - INSTORE,VOLUME,49283.91744,187027.7502,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
10,LOC_TRA_TTL_XXX_XXX_RMC_MUL_PRE_CMB_RAD_IMP,8.49936778,2.504218332,3.394020271,0.000915369,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_MUL_PRE_CMB_RAD_IMP_80_30_0,SOUTH AUSTRALIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,73643.20729,87426.91916,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
11,LOC_TRA_TTL_XXX_XXX_RMC_P28_PRE_CMB_RAD_IMP,0.653298337,0.589795177,1.107669853,0.270065485,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_P28_PRE_CMB_RAD_IMP_80_80_3,SOUTH AUSTRALIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,19447.90529,239596.0136,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
12,LOC_TRA_TTL_XXX_XXX_RMC_Q01_PRE_CMB_RAD_IMP,1.893163694,0.618376071,3.061508657,0.002680398,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_Q01_PRE_CMB_RAD_IMP_80_80_3,SOUTH AUSTRALIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F16 Q2 PREPAID DATA ROLLOVER,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,76429.83318,130820.9159,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
13,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD,1.323618847,0.625313151,2.116729585,0.036203379,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD_70_70_1,SOUTH AUSTRALIA - METRO,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,33104.55049,207235.3637,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
14,NAT_DIG_XXX_XXX_XXX_DIG_L49_MOB_CDM_MDS_CLK,0.784236029,0.58065126,1.350614531,0.179183463,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_L49_MOB_CDM_MDS_CLK_10_80_2,SOUTH AUSTRALIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,XXXX PRE-PAID AO,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE DISPLAY,CLICKS,10712.09023,190131.4532,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
15,NAT_DIG_XXX_XXX_XXX_DIG_M05_MOB_CDM_MDS_CLK,0.936493209,0.783900272,1.194658611,0.234412333,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M05_MOB_CDM_MDS_CLK_10_80_0,SOUTH AUSTRALIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY15 Q2 PRE-PAID FREEDOM,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE DISPLAY,CLICKS,94206.00343,136478.7605,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
16,NAT_DIG_XXX_XXX_XXX_DIG_M19_ENG_CDM_ADD_CLK,0.497549286,0.073915887,6.731290184,3.34E-10,NAT_DIG_XXX_XXX_XXX_DIG_M27_ENG_CDM_ADD_CLK_10_80_0,NAT_DIG_XXX_XXX_XXX_DIG_M19_ENG_CDM_ADD_CLK_10_80_1,SOUTH AUSTRALIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY15 NRL DIGITAL PASS,ENGAGEMENT,CONSUMER - DIGITAL MARKETING,DESKTOP DISPLAY,CLICKS,26631.43672,40507.60474,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
17,NAT_DIG_XXX_XXX_XXX_DIG_M19_ENG_CDM_ADD_CLK,1.054904124,0.627336825,1.681559383,0.095073741,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M19_ENG_CDM_ADD_CLK_10_80_1,SOUTH AUSTRALIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY15 NRL DIGITAL PASS,ENGAGEMENT,CONSUMER - DIGITAL MARKETING,DESKTOP DISPLAY,CLICKS,83323.19832,135730.9023,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
18,NAT_DIG_XXX_XXX_XXX_DIG_M27_ENG_CDM_ADD_CLK,0.747688388,0.658516262,1.135413704,0.258307173,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M27_ENG_CDM_ADD_CLK_10_80_0,SOUTH AUSTRALIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY15 AFL LIVE PASS,ENGAGEMENT,CONSUMER - DIGITAL MARKETING,DESKTOP DISPLAY,CLICKS,73298.67513,106350.9998,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
19,NAT_DIG_XXX_XXX_XXX_DIG_M29_MOB_CDM_ADD_CLK,0.452291838,0.09947255,4.546900998,1.11E-05,NAT_DIG_XXX_XXX_XXX_DIG_L49_MOB_CDM_MDS_CLK_10_80_2,NAT_DIG_XXX_XXX_XXX_DIG_M29_MOB_CDM_ADD_CLK_10_80_2,SOUTH AUSTRALIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY15 Q3 POST-PAID S6,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP DISPLAY,CLICKS,76106.11264,227059.0542,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
20,NAT_DIG_XXX_XXX_XXX_DIG_MUL_MOB_CDM_MDS_CLK,0.991204338,0.755401923,1.312154904,0.191797948,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_MUL_MOB_CDM_MDS_CLK_10_80_3,SOUTH AUSTRALIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE DISPLAY,CLICKS,53135.60431,22449.17552,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
