Variable,L_DATA,L_TYPE,L_BRAND,L_STRATEGIC PILLAR,L_DEMOGRAPHIC,L_MARKETINGSEGMENT,L_CAMPAIGN,L_PROGRAM,L_PROGRAMCATEGORY,L_ACTIVITY,L_METRIC,Data,Type,BRAND,STRATEGIC PILLAR,DEMOGRAPHIC,MARKETINGSEGMENT,CAMPAIGN,PROGRAM,PROGRAMCATEGORY,ACTIVITY,METRIC,var_wo_metric, spend 1 yr , spend 3 yrs ,APL,sign,Priority
LOC_TRA_SCA_XXX_XXX_LPS_P13_THK_LVG_RAD_AUD,LOC,TRA,SCA,XXX,XXX,LPS,P13,THK,LVG,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,LOYALTY PARTNERSHIPS AND SPONSORSHIPS,LOYALTY MUSIC,THANKS,LEVERAGED,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_LPS_P13_THK_LVG_RAD,447755.9904,981164.3242,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_LPS_Q68_MUS_LVG_RAD_AUD,LOC,TRA,SCA,XXX,XXX,LPS,Q68,MUS,LVG,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,LOYALTY PARTNERSHIPS AND SPONSORSHIPS,FY15 NEIL DIAMOND,MUSIC,LEVERAGED,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_LPS_Q68_MUS_LVG_RAD,620748.1857,1718924.196,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_LPS_R46_SPT_LVG_RAD_AUD,LOC,TRA,SCA,XXX,XXX,LPS,R46,SPT,LVG,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,LOYALTY PARTNERSHIPS AND SPONSORSHIPS,NRL/AFL Q4 14,SPORTS,LEVERAGED,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_LPS_R46_SPT_LVG_RAD,406115.3675,1599269.866,No,POS,100
LOC_TRA_SCA_XXX_XXX_LPS_R46_SPT_LVG_RAD_IMP,LOC,TRA,SCA,XXX,XXX,LPS,R46,SPT,LVG,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,LOYALTY PARTNERSHIPS AND SPONSORSHIPS,NRL/AFL Q4 14,SPORTS,LEVERAGED,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_LPS_R46_SPT_LVG_RAD,254951.1641,2208225.852,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_MES_N84_OTH_OTH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,MES,N84,OTH,OTH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,MARKETING ENABLEMENT,NONE,OTHER,OTHER,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_MES_N84_OTH_OTH_RAD,671968.4633,2429678.686,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMB_G40_MOB_PSM_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMB,G40,MOB,PSM,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - BUSINESS,MOBILITY,MOBILITY,SOLUTIONS MARKETING,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMB_G40_MOB_PSM_RAD,891703.0624,658620.3259,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMB_MUL_GPS_PSM_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMB,MUL,GPS,PSM,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - BUSINESS,MULTIPLE,GLOBAL PRODUCTS & SOLUTIONS,SOLUTIONS MARKETING,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMB_MUL_GPS_PSM_RAD,585700.0864,2314007.273,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMB_N89_MOB_PSM_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMB,N89,MOB,PSM,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - BUSINESS,POST-PAID NO LOCK IN,MOBILITY,SOLUTIONS MARKETING,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMB_N89_MOB_PSM_RAD,874289.3489,2456477.475,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMB_N89_MOB_PSM_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMB,N89,MOB,PSM,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - BUSINESS,POST-PAID NO LOCK IN,MOBILITY,SOLUTIONS MARKETING,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMB_N89_MOB_PSM_RAD,331617.716,954668.1461,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMB_P25_MOB_PSM_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMB,P25,MOB,PSM,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - BUSINESS,Q2 XMAS POSTPAID,MOBILITY,SOLUTIONS MARKETING,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMB_P25_MOB_PSM_RAD,103546.302,953877.9484,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMB_Q38_FNB_PSM_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMB,Q38,FNB,PSM,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - BUSINESS,DOT SMALL BUSINESS,FIXED AND BUNDLES,SOLUTIONS MARKETING,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMB_Q38_FNB_PSM_RAD,639127.5195,396202.627,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMB_Q38_FNB_PSM_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMB,Q38,FNB,PSM,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - BUSINESS,DOT SMALL BUSINESS,FIXED AND BUNDLES,SOLUTIONS MARKETING,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMB_Q38_FNB_PSM_RAD,319844.2798,2254946.487,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMB_Q46_DYT_PBP_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMB,Q46,DYT,PBP,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - BUSINESS,DOT FY14 H2 SMALL BUSINESS,DO YOUR THING,BUSINESS POSITIONING,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMB_Q46_DYT_PBP_RAD,715714.2229,2019199.823,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMB_Q55_MOB_PSM_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMB,Q55,MOB,PSM,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - BUSINESS,Q4 POST PAID SAMSUNG S5,MOBILITY,SOLUTIONS MARKETING,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMB_Q55_MOB_PSM_RAD,232230.5417,1581419.56,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMB_Q55_MOB_PSM_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMB,Q55,MOB,PSM,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - BUSINESS,Q4 POST PAID SAMSUNG S5,MOBILITY,SOLUTIONS MARKETING,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMB_Q55_MOB_PSM_RAD,535077.7195,2499613.768,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_MUL_ADV_ENG_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,MUL,ADV,ENG,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,ADVOCACY,CONSUMER - ENGAGEMENT,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_MUL_ADV_ENG_RAD,498031.4901,2309760.405,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_MUL_CCT_RIS_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,MUL,CCT,RIS,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,CONSUMER CATALOGUE,Retail Channel Marketing,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_MUL_CCT_RIS_RAD,847096.8146,1093705.56,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_MUL_CLM_RIS_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,MUL,CLM,RIS,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,CONSUMER LAM,Retail Channel Marketing,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_MUL_CLM_RIS_RAD,177265.1769,1324455.186,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_MUL_CLM_RIS_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMC,MUL,CLM,RIS,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,CONSUMER LAM,Retail Channel Marketing,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMC_MUL_CLM_RIS_RAD,537783.6028,2563903.758,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_MUL_NBN_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,MUL,NBN,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,NBN,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_MUL_NBN_CAH_RAD,525198.8639,2637122.202,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_N82_NBN_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,N82,NBN,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,H2 FY14 NBN,NBN,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_N82_NBN_CAH_RAD,664339.9421,1928046.049,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_N84_NBN_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,N84,NBN,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,NONE,NBN,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_N84_NBN_CAH_RAD,757678.2609,953112.7794,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P22_PPD_CMB_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P22,PPD,CMB,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,4G ROLLOUT FY14,POSTPAID HANDHELD,CONSUMER - MOBILITY,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P22_PPD_CMB_RAD,46317.94542,2464048.022,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P22_PPD_CMB_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMC,P22,PPD,CMB,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,4G ROLLOUT FY14,POSTPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMC_P22_PPD_CMB_RAD,289340.7764,1574157.821,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P25_PPD_CMB_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P25,PPD,CMB,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 XMAS POSTPAID,POSTPAID HANDHELD,CONSUMER - MOBILITY,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P25_PPD_CMB_RAD,946494.5931,1892338.976,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P25_PPD_CMB_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMC,P25,PPD,CMB,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 XMAS POSTPAID,POSTPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMC_P25_PPD_CMB_RAD,539132.7057,2760677.247,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P28_PRE_CMB_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P28,PRE,CMB,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P28_PRE_CMB_RAD,218400.3376,886563.3045,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P28_PRE_CMB_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMC,P28,PRE,CMB,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMC_P28_PRE_CMB_RAD,88590.34202,33509.02189,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P61_CLM_RIS_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P61,CLM,RIS,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 NBN MARCH PROJECTIONS,CONSUMER LAM,Retail Channel Marketing,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P61_CLM_RIS_RAD,797330.9925,1869850.015,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P61_CLM_RIS_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMC,P61,CLM,RIS,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 NBN MARCH PROJECTIONS,CONSUMER LAM,Retail Channel Marketing,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMC_P61_CLM_RIS_RAD,725768.9914,2503189.927,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P76_CLM_RIS_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P76,CLM,RIS,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 NBN FEBRUARY PROJECTIONS,CONSUMER LAM,Retail Channel Marketing,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P76_CLM_RIS_RAD,685394.4141,1137838.218,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P78_CLM_RIS_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P78,CLM,RIS,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15 SB NBN,CONSUMER LAM,Retail Channel Marketing,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P78_CLM_RIS_RAD,51322.26205,1938110.838,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P82_NBN_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P82,NBN,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q4 NBN POSITIONING CAMPAIGN,NBN,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P82_NBN_CAH_RAD,668726.5361,1081419.064,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P84_CLM_RIS_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P84,CLM,RIS,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,NBN F15 MAY GEO,CONSUMER LAM,Retail Channel Marketing,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P84_CLM_RIS_RAD,818508.4105,2985684.786,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P84_NBN_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P84,NBN,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,NBN F15 MAY GEO,NBN,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P84_NBN_CAH_RAD,991365.0844,1043374.456,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P84_NBN_CAH_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMC,P84,NBN,CAH,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,NBN F15 MAY GEO,NBN,CONSUMER - AT HOME,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMC_P84_NBN_CAH_RAD,614465.5547,1245141.097,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P85_PMB_CMB_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P85,PMB,CMB,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F15 Q4 PRE PAID SAMSUNG GS5,PREPAID  MOBILE BROADBAND (INCL TABLETS),CONSUMER - MOBILITY,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P85_PMB_CMB_RAD,838462.9926,61420.69997,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P85_PMB_CMB_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMC,P85,PMB,CMB,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F15 Q4 PRE PAID SAMSUNG GS5,PREPAID  MOBILE BROADBAND (INCL TABLETS),CONSUMER - MOBILITY,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMC_P85_PMB_CMB_RAD,836333.9575,310059.2574,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P94_NBN_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P94,NBN,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F16 NBN OFFLINE AO,NBN,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P94_NBN_CAH_RAD,142413.8163,1266579.117,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_P95_NGB_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,P95,NGB,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q1 NBN AUGUST,NEW GROWTH BUSINESS,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_P95_NGB_CAH_RAD,998543.5519,2445405.303,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_Q01_PRE_CMB_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,Q01,PRE,CMB,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F16 Q2 PREPAID DATA ROLLOVER,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_Q01_PRE_CMB_RAD,614187.1109,2623851.344,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_Q01_PRE_CMB_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMC,Q01,PRE,CMB,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F16 Q2 PREPAID DATA ROLLOVER,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMC_Q01_PRE_CMB_RAD,702327.8023,1059587.386,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_Q02_NBN_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,Q02,NBN,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY16 H1 SB NBN GEO,NBN,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_Q02_NBN_CAH_RAD,639021.8564,935434.8008,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_Q04_NBN_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,Q04,NBN,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F16 Q2 OCTOBER NBN,NBN,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_Q04_NBN_CAH_RAD,679765.2861,2627367.65,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_Q06_NBN_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,Q06,NBN,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY16 NBN MTM NOV - MAR,NBN,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_Q06_NBN_CAH_RAD,532822.2453,1857407.38,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_Q73_ADV_ENG_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,Q73,ADV,ENG,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15 CHECK IN,ADVOCACY,CONSUMER - ENGAGEMENT,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_Q73_ADV_ENG_RAD,552178.9942,1694296.923,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_Q73_ADV_ENG_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMC,Q73,ADV,ENG,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15 CHECK IN,ADVOCACY,CONSUMER - ENGAGEMENT,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMC_Q73_ADV_ENG_RAD,514670.9496,912690.6768,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_R06_ENT_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,R06,ENT,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,NRL DIGITAL PASS 2014,ENTERTAINMENT,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_R06_ENT_CAH_RAD,529227.9869,577471.1958,Yes,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_R12_FNB_CAH_RAD_AUD,LOC,TRA,SCA,XXX,XXX,RMC,R12,FNB,CAH,RAD,AUD,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3/4 FY14 BUNDLES,FIXED AND BUNDLES,CONSUMER - AT HOME,RADIO,SPEND,LOC_TRA_SCA_XXX_XXX_RMC_R12_FNB_CAH_RAD,548334.8936,2850992.81,No,POS,100
LOC_TRA_SCA_XXX_XXX_RMC_R12_FNB_CAH_RAD_IMP,LOC,TRA,SCA,XXX,XXX,RMC,R12,FNB,CAH,RAD,IMP,LOC,Traditional Media,SOUTHERN CROSS AUSTEREO REGION,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3/4 FY14 BUNDLES,FIXED AND BUNDLES,CONSUMER - AT HOME,RADIO,IMPRESSIONS,LOC_TRA_SCA_XXX_XXX_RMC_R12_FNB_CAH_RAD,946515.0481,235550.8195,Yes,POS,100
LOC_TRA_SFM_XXX_XXX_DIG_MUL_OTH_DEM_RAD_AUD,LOC,TRA,SFM,XXX,XXX,DIG,MUL,OTH,DEM,RAD,AUD,LOC,Traditional Media,SMOOTH FM,Unknown,UNKNOWN,DIGITAL,MULTIPLE,OTHER,DIGITAL ENABLEMENT,RADIO,SPEND,LOC_TRA_SFM_XXX_XXX_DIG_MUL_OTH_DEM_RAD,684692.0822,1021538.624,No,POS,100
LOC_TRA_SFM_XXX_XXX_DIG_MUL_OTH_DEM_RAD_IMP,LOC,TRA,SFM,XXX,XXX,DIG,MUL,OTH,DEM,RAD,IMP,LOC,Traditional Media,SMOOTH FM,Unknown,UNKNOWN,DIGITAL,MULTIPLE,OTHER,DIGITAL ENABLEMENT,RADIO,IMPRESSIONS,LOC_TRA_SFM_XXX_XXX_DIG_MUL_OTH_DEM_RAD,155621.5699,2630426.09,Yes,POS,100
LOC_TRA_SFM_XXX_XXX_LPS_MUL_ART_LVG_RAD_AUD,LOC,TRA,SFM,XXX,XXX,LPS,MUL,ART,LVG,RAD,AUD,LOC,Traditional Media,SMOOTH FM,Unknown,UNKNOWN,LOYALTY PARTNERSHIPS AND SPONSORSHIPS,MULTIPLE,ARTS,LEVERAGED,RADIO,SPEND,LOC_TRA_SFM_XXX_XXX_LPS_MUL_ART_LVG_RAD,111578.5751,331618.4245,No,POS,100
